filepath,kanji,meaning
../kanji_images/kanji_觧.png,觧,"notes, key, explanation, understanding"
../kanji_images/kanji_觴.png,觴,cup
../kanji_images/kanji_觸.png,觸,"touch, feel, hit, proclaim, announce, conflict, contact"
../kanji_images/kanji_訃.png,訃,obituary
../kanji_images/kanji_訖.png,訖,"come to an end, reach, arrive at, finally"
../kanji_images/kanji_訐.png,訐,"divulge, reveal"
../kanji_images/kanji_訌.png,訌,get confused
../kanji_images/kanji_訛.png,訛,"accent, dialect"
../kanji_images/kanji_訝.png,訝,doubt
../kanji_images/kanji_訥.png,訥,stutter
../kanji_images/kanji_訶.png,訶,scold
../kanji_images/kanji_詁.png,詁,"exegesis, critical analysis of classical texts"
../kanji_images/kanji_詛.png,詛,curse
../kanji_images/kanji_詒.png,詒,"deceive, cheat, give, leave behind"
../kanji_images/kanji_詆.png,詆,"vilify, denounce"
../kanji_images/kanji_詈.png,詈,ridicule
../kanji_images/kanji_詼.png,詼,jest
../kanji_images/kanji_詭.png,詭,"lie, deceive"
../kanji_images/kanji_詬.png,詬,ridicule
../kanji_images/kanji_詢.png,詢,consult with
../kanji_images/kanji_誅.png,誅,death penalty
../kanji_images/kanji_誂.png,誂,order
../kanji_images/kanji_誄.png,誄,condolence message
../kanji_images/kanji_誨.png,誨,instruct
../kanji_images/kanji_誡.png,誡,"admonish, warn, prohibit"
../kanji_images/kanji_誑.png,誑,"cheat, coax"
../kanji_images/kanji_誥.png,誥,"state, give instructions"
../kanji_images/kanji_誦.png,誦,"recite, chant"
../kanji_images/kanji_誚.png,誚,"censure, blame"
../kanji_images/kanji_誣.png,誣,slander
../kanji_images/kanji_諄.png,諄,tedious
../kanji_images/kanji_諍.png,諍,quarrel
../kanji_images/kanji_諂.png,諂,flatter
../kanji_images/kanji_諚.png,諚,"command, (kokuji)"
../kanji_images/kanji_諫.png,諫,"admonish, dissuade"
../kanji_images/kanji_諳.png,諳,"memorize, recite from memory"
../kanji_images/kanji_諧.png,諧,harmony
../kanji_images/kanji_諤.png,諤,speaking the truth
../kanji_images/kanji_諱.png,諱,posthumous (real) name
../kanji_images/kanji_謔.png,謔,sport with
../kanji_images/kanji_諠.png,諠,"forget, noisy"
../kanji_images/kanji_諢.png,諢,"joke, jest, colloquial"
../kanji_images/kanji_諷.png,諷,"hint, satirize"
../kanji_images/kanji_諞.png,諞,"flattering, glibness"
../kanji_images/kanji_諛.png,諛,flatter
../kanji_images/kanji_謌.png,謌,"sing, recite, carol, poem, tanka, slander, defame"
../kanji_images/kanji_謇.png,謇,"stutter, speak frankly"
../kanji_images/kanji_謚.png,謚,laughing
../kanji_images/kanji_諡.png,諡,posthumous name
../kanji_images/kanji_謖.png,謖,arise
../kanji_images/kanji_謐.png,謐,quiet
../kanji_images/kanji_謗.png,謗,"slander, disparage, censure, criticize"
../kanji_images/kanji_謠.png,謠,"chant (esp. Noh), folksong, ballad"
../kanji_images/kanji_謳.png,謳,"extol, declare, express"
../kanji_images/kanji_鞫.png,鞫,investigate a crime
../kanji_images/kanji_謦.png,謦,coughing
../kanji_images/kanji_謫.png,謫,crime
../kanji_images/kanji_謾.png,謾,despise
../kanji_images/kanji_謨.png,謨,"plan, deliberate"
../kanji_images/kanji_譁.png,譁,noisy
../kanji_images/kanji_譌.png,譌,"accent, dialect"
../kanji_images/kanji_譏.png,譏,"slander, disparage, censure, criticize"
../kanji_images/kanji_譎.png,譎,deceive
../kanji_images/kanji_證.png,證,"proof, evidence, certificate, testify, verify, guarantee, witness"
../kanji_images/kanji_譖.png,譖,slander
../kanji_images/kanji_譛.png,譛,"slander, false accusation"
../kanji_images/kanji_譚.png,譚,talk
../kanji_images/kanji_譫.png,譫,delirious talk
../kanji_images/kanji_譟.png,譟,"shout, be noisy"
../kanji_images/kanji_譬.png,譬,illustrate
../kanji_images/kanji_譯.png,譯,"translate, decode, encode"
../kanji_images/kanji_譴.png,譴,reproach
../kanji_images/kanji_譽.png,譽,"fame, reputation, praise"
../kanji_images/kanji_讀.png,讀,"read, study, pronounce"
../kanji_images/kanji_讌.png,讌,banquet
../kanji_images/kanji_讎.png,讎,"enemy, revenge"
../kanji_images/kanji_讒.png,讒,defamation
../kanji_images/kanji_讓.png,讓,"allow, permit, yield, concede"
../kanji_images/kanji_讖.png,讖,omen
../kanji_images/kanji_讙.png,讙,"noisy, disputatious"
../kanji_images/kanji_讚.png,讚,"praise, picture title"
../kanji_images/kanji_谺.png,谺,tree spirit
../kanji_images/kanji_豁.png,豁,empty
../kanji_images/kanji_谿.png,谿,valley
../kanji_images/kanji_豈.png,豈,an interjection of surprise
../kanji_images/kanji_豌.png,豌,pea
../kanji_images/kanji_豎.png,豎,"vertical, child"
../kanji_images/kanji_豐.png,豐,"bountiful, excellent, rich"
../kanji_images/kanji_豕.png,豕,"pig, hog, pig radical (no. 152)"
../kanji_images/kanji_豢.png,豢,raising domestic animals
../kanji_images/kanji_豬.png,豬,"pig, hog"
../kanji_images/kanji_豸.png,豸,"snake, legless insect, badger or clawed dog radical (no. 153)"
../kanji_images/kanji_豺.png,豺,jackal
../kanji_images/kanji_貂.png,貂,"marten, sable"
../kanji_images/kanji_貉.png,貉,badger
../kanji_images/kanji_貅.png,貅,brave heraldic beast
../kanji_images/kanji_貊.png,貊,barbarians
../kanji_images/kanji_貍.png,貍,a fox-like animal
../kanji_images/kanji_貎.png,貎,"lion, wild beast, wild horse"
../kanji_images/kanji_貔.png,貔,brave heraldic beast
../kanji_images/kanji_豼.png,豼,brave heraldic beast
../kanji_images/kanji_貘.png,貘,tapir
../kanji_images/kanji_戝.png,戝,"pirate, thief"
../kanji_images/kanji_貭.png,貭,"matter, material, substance"
../kanji_images/kanji_貪.png,貪,"covet, indulge in"
../kanji_images/kanji_貽.png,貽,"leave behind, gift"
../kanji_images/kanji_貲.png,貲,"treasure, assets, pay a fine"
../kanji_images/kanji_貳.png,貳,two
../kanji_images/kanji_貮.png,貮,number two
../kanji_images/kanji_貶.png,貶,"degrade, disparage, belittle, demote"
../kanji_images/kanji_賈.png,賈,"buy, tradesman"
../kanji_images/kanji_賁.png,賁,decorate
../kanji_images/kanji_賤.png,賤,"despise, low-life, poverty"
../kanji_images/kanji_賣.png,賣,"sell, betray, show off"
../kanji_images/kanji_賚.png,賚,gift
../kanji_images/kanji_賽.png,賽,"dice, temple visit"
../kanji_images/kanji_賺.png,賺,coax
../kanji_images/kanji_賻.png,賻,condolence gift
../kanji_images/kanji_贄.png,贄,"offering, sacrifice"
../kanji_images/kanji_贅.png,贅,luxury
../kanji_images/kanji_贊.png,贊,"help, support, assist, aid"
../kanji_images/kanji_贇.png,贇,beautiful
../kanji_images/kanji_贏.png,贏,"victory, surplus"
../kanji_images/kanji_贍.png,贍,"have enough of, add to"
../kanji_images/kanji_贐.png,贐,"going away present, parting gift"
../kanji_images/kanji_齎.png,齎,"bring, take, bring about"
../kanji_images/kanji_贓.png,贓,bribery
../kanji_images/kanji_賍.png,賍,bribery
../kanji_images/kanji_贔.png,贔,"strength, power"
../kanji_images/kanji_贖.png,贖,redeem
../kanji_images/kanji_赧.png,赧,get red
../kanji_images/kanji_赭.png,赭,red
../kanji_images/kanji_赱.png,赱,"walk, go on foot, run, leave"
../kanji_images/kanji_赳.png,赳,strong and brave
../kanji_images/kanji_趁.png,趁,"go to, follow"
../kanji_images/kanji_趙.png,趙,"nimble, late-going"
../kanji_images/kanji_跂.png,跂,stand on tiptoes
../kanji_images/kanji_趾.png,趾,"footprint, remains"
../kanji_images/kanji_趺.png,趺,"foot, calyx, sitting in the lotus position"
../kanji_images/kanji_跏.png,跏,sitting in the lotus position
../kanji_images/kanji_跚.png,跚,"stagger, reel, stumble"
../kanji_images/kanji_跖.png,跖,sole of the foot
../kanji_images/kanji_跌.png,跌,stumble
../kanji_images/kanji_跛.png,跛,"lame, lameness, odd shoe"
../kanji_images/kanji_跋.png,跋,"epilogue, postscript"
../kanji_images/kanji_跪.png,跪,kneel
../kanji_images/kanji_跫.png,跫,sound of footsteps
../kanji_images/kanji_跟.png,跟,heel
../kanji_images/kanji_跣.png,跣,barefooted
../kanji_images/kanji_跼.png,跼,"bow, stoop, bend over, crouch"
../kanji_images/kanji_踈.png,踈,"neglect, careless, lax"
../kanji_images/kanji_踉.png,踉,"stagger, falter"
../kanji_images/kanji_跿.png,跿,barefoot
../kanji_images/kanji_踝.png,踝,ankle
../kanji_images/kanji_踞.png,踞,"crouch, cower"
../kanji_images/kanji_踐.png,踐,"step on, trample, practice, carry through"
../kanji_images/kanji_踟.png,踟,hesitate
../kanji_images/kanji_蹂.png,蹂,step on
../kanji_images/kanji_踵.png,踵,heel
../kanji_images/kanji_踰.png,踰,go beyond
../kanji_images/kanji_踴.png,踴,"jump, dance, leap, skip"
../kanji_images/kanji_蹊.png,蹊,path
../kanji_images/kanji_蹇.png,蹇,cripple
../kanji_images/kanji_蹉.png,蹉,stumble
../kanji_images/kanji_蹌.png,蹌,"move, stagger"
../kanji_images/kanji_蹐.png,蹐,stealthy footsteps
../kanji_images/kanji_蹈.png,蹈,"step on, trample, carry through, appraise, evade payment"
../kanji_images/kanji_蹙.png,蹙,"a tight place, scowl, approaching"
../kanji_images/kanji_蹤.png,蹤,"footprints, traces, tracks"
../kanji_images/kanji_蹠.png,蹠,sole of foot
../kanji_images/kanji_踪.png,踪,"remains, clue, footprint"
../kanji_images/kanji_蹣.png,蹣,"staggering, tottering"
../kanji_images/kanji_蹕.png,蹕,one who preceeds king in procession
../kanji_images/kanji_蹶.png,蹶,stumble
../kanji_images/kanji_蹲.png,蹲,"crouch, squat, cower"
../kanji_images/kanji_蹼.png,蹼,"webfoot, web"
../kanji_images/kanji_躁.png,躁,noisy
../kanji_images/kanji_躇.png,躇,hesitate
../kanji_images/kanji_躅.png,躅,"tap with the feet, ruins"
../kanji_images/kanji_躄.png,躄,"crawl, cripple"
../kanji_images/kanji_躋.png,躋,climb
../kanji_images/kanji_躊.png,躊,hesitate
../kanji_images/kanji_躓.png,躓,stumble
../kanji_images/kanji_躑.png,躑,"squat, sit on heels, loiter"
../kanji_images/kanji_躔.png,躔,movement of the sun/moon through the heavens
../kanji_images/kanji_躙.png,躙,"edge forward, trample"
../kanji_images/kanji_躪.png,躪,"edge forward, trample"
../kanji_images/kanji_躡.png,躡,step on
../kanji_images/kanji_躬.png,躬,"body, self"
../kanji_images/kanji_躰.png,躰,"the body, substance, object, reality"
../kanji_images/kanji_軆.png,軆,"body, group, class, unit"
../kanji_images/kanji_躱.png,躱,"dodge, parry, avoid"
../kanji_images/kanji_躾.png,躾,"training, (kokuji)"
../kanji_images/kanji_軅.png,軅,"soon after, presently, almost, all but, no more than, after all, (kokuji)"
../kanji_images/kanji_軈.png,軈,"soon after, presently, almost, all but, no more than, after all, (kokuji)"
../kanji_images/kanji_軋.png,軋,"squeak, creak, grate"
../kanji_images/kanji_軛.png,軛,yoke
../kanji_images/kanji_軣.png,軣,"rumble, explosion, blast"
../kanji_images/kanji_軼.png,軼,pass along
../kanji_images/kanji_軻.png,軻,difficult progress
../kanji_images/kanji_軫.png,軫,"sad, revolve"
../kanji_images/kanji_軾.png,軾,front railing on a carriage
../kanji_images/kanji_輊.png,輊,low
../kanji_images/kanji_輅.png,輅,carriage
../kanji_images/kanji_輕.png,輕,"light, easy, simple, gentle"
../kanji_images/kanji_輒.png,輒,"promptly, easily, i.e."
../kanji_images/kanji_輙.png,輙,sides of chariot were weapons
../kanji_images/kanji_輓.png,輓,pull
../kanji_images/kanji_輜.png,輜,"wagon, dray, canopied cart"
../kanji_images/kanji_輟.png,輟,"stop, mend"
../kanji_images/kanji_輛.png,輛,counter for large vehicles
../kanji_images/kanji_輌.png,輌,numerary adjunct for vehicles
../kanji_images/kanji_輦.png,輦,palanquin
../kanji_images/kanji_輳.png,輳,gather
../kanji_images/kanji_輻.png,輻,spoke (wheel)
../kanji_images/kanji_輹.png,輹,connection between axle and carriage
../kanji_images/kanji_轅.png,轅,shaft
../kanji_images/kanji_轂.png,轂,hub (of wheel)
../kanji_images/kanji_輾.png,輾,squeak
../kanji_images/kanji_轌.png,轌,"sleigh, sled, (kokuji)"
../kanji_images/kanji_轉.png,轉,"shift, move, turn"
../kanji_images/kanji_轆.png,轆,"pulley, roller"
../kanji_images/kanji_轎.png,轎,"palanquin, litter"
../kanji_images/kanji_轗.png,轗,"difficulty, misfortune"
../kanji_images/kanji_轜.png,轜,hearse
../kanji_images/kanji_轢.png,轢,run over
../kanji_images/kanji_轣.png,轣,creaking sound
../kanji_images/kanji_轤.png,轤,pulley
../kanji_images/kanji_辜.png,辜,"sin, crime"
../kanji_images/kanji_辟.png,辟,"false, punish, crime, law"
../kanji_images/kanji_辣.png,辣,"pungent, spicy, harsh, cruel, severe"
../kanji_images/kanji_辭.png,辭,"words, speech, expression, phrase"
../kanji_images/kanji_辯.png,辯,"speech, dialect"
../kanji_images/kanji_辷.png,辷,"glide, skate, slip, fail in exams, (kokuji)"
../kanji_images/kanji_迚.png,迚,"some way or other, very, (kokuji)"
../kanji_images/kanji_迥.png,迥,"far, distant"
../kanji_images/kanji_迢.png,迢,"far off, distant"
../kanji_images/kanji_迪.png,迪,"edify, way, path"
../kanji_images/kanji_迯.png,迯,"escape, flee, abscond, dodge"
../kanji_images/kanji_邇.png,邇,"approach, near, close"
../kanji_images/kanji_迴.png,迴,go around
../kanji_images/kanji_逅.png,逅,meet
../kanji_images/kanji_迹.png,迹,"mark, print, impression"
../kanji_images/kanji_迺.png,迺,"in other words, thou, you, possessive particle"
../kanji_images/kanji_逑.png,逑,"pair, gather, meet"
../kanji_images/kanji_逕.png,逕,path
../kanji_images/kanji_逡.png,逡,"saunter, go back"
../kanji_images/kanji_逍.png,逍,"saunter, loaf"
../kanji_images/kanji_逞.png,逞,"sturdy, brawny, bold"
../kanji_images/kanji_逖.png,逖,far
../kanji_images/kanji_逋.png,逋,flee
../kanji_images/kanji_逧.png,逧,"ravine, valley, (kokuji)"
../kanji_images/kanji_逶.png,逶,"long, winding, oblique"
../kanji_images/kanji_逵.png,逵,broad road
../kanji_images/kanji_逹.png,逹,"arrive at, reach, intelligent"
../kanji_images/kanji_迸.png,迸,"gush out, spurt"
../kanji_images/kanji_遏.png,遏,"stop, suppress"
../kanji_images/kanji_遐.png,遐,distant
../kanji_images/kanji_遑.png,遑,leisure
../kanji_images/kanji_遒.png,遒,"strong, powerful"
../kanji_images/kanji_逎.png,逎,"strong, unyielding, forceful"
../kanji_images/kanji_遉.png,遉,as might be expected
../kanji_images/kanji_逾.png,逾,"pass, go beyond"
../kanji_images/kanji_遖.png,遖,"bravo, admirable, (kokuji)"
../kanji_images/kanji_遘.png,遘,meet
../kanji_images/kanji_遞.png,遞,"hand over, deliver, substitute"
../kanji_images/kanji_遨.png,遨,"play, enjoyment"
../kanji_images/kanji_遯.png,遯,"deceive, hide, conceal, flee"
../kanji_images/kanji_遶.png,遶,surround
../kanji_images/kanji_隨.png,隨,at the mercy of (the waves)
../kanji_images/kanji_遲.png,遲,"late, tardy, slow, delay"
../kanji_images/kanji_邂.png,邂,meet unexpectedly
../kanji_images/kanji_遽.png,遽,"fear, agitation, confusion, hurry"
../kanji_images/kanji_邁.png,邁,"go, excel"
../kanji_images/kanji_邀.png,邀,"go to meet, call"
../kanji_images/kanji_邊.png,邊,"edge, margin, side, border"
../kanji_images/kanji_邉.png,邉,"edge, margin, side, border"
../kanji_images/kanji_邏.png,邏,"go around, conceal"
../kanji_images/kanji_邨.png,邨,"village, hamlet, rustic"
../kanji_images/kanji_邯.png,邯,"place name, tree cricket"
../kanji_images/kanji_邱.png,邱,hill
../kanji_images/kanji_邵.png,邵,place name
../kanji_images/kanji_郢.png,郢,place name
../kanji_images/kanji_郤.png,郤,"crevice, interstice"
../kanji_images/kanji_扈.png,扈,follow
../kanji_images/kanji_郛.png,郛,earthwork enclosure around a castle
../kanji_images/kanji_鄂.png,鄂,"place name, frankly"
../kanji_images/kanji_鄒.png,鄒,place name
../kanji_images/kanji_鄙.png,鄙,"lowly, the country, the countryside, be countrified"
../kanji_images/kanji_鄲.png,鄲,place name
../kanji_images/kanji_鄰.png,鄰,"neighbor, neighborhood"
../kanji_images/kanji_酊.png,酊,intoxication
../kanji_images/kanji_酖.png,酖,"addiction, poison"
../kanji_images/kanji_酘.png,酘,"rebrew, ferment again"
../kanji_images/kanji_酣.png,酣,"height of, thick of, full swing"
../kanji_images/kanji_酥.png,酥,milk
../kanji_images/kanji_酩.png,酩,sweet sake
../kanji_images/kanji_酳.png,酳,"drunken babbling, offer"
../kanji_images/kanji_酲.png,酲,hangover
../kanji_images/kanji_醋.png,醋,vinegar
../kanji_images/kanji_醉.png,醉,"get drunk, feel sick, poisoned, elated, spellbound"
../kanji_images/kanji_醂.png,醂,"remove astringency, bleach in water"
../kanji_images/kanji_醢.png,醢,salted meat
../kanji_images/kanji_醫.png,醫,medicine
../kanji_images/kanji_醯.png,醯,vinegar
../kanji_images/kanji_醪.png,醪,unrefined sake or shoyu
../kanji_images/kanji_醵.png,醵,contribution for a feast (potluck)
../kanji_images/kanji_醴.png,醴,sweet sake
../kanji_images/kanji_醺.png,醺,hunger
../kanji_images/kanji_釀.png,釀,"brew, cause"
../kanji_images/kanji_釁.png,釁,smear with blood
../kanji_images/kanji_釉.png,釉,"glaze, enamel"
../kanji_images/kanji_釋.png,釋,explain
../kanji_images/kanji_釐.png,釐,"few, tenth of a bu"
../kanji_images/kanji_釖.png,釖,"knife, sword"
../kanji_images/kanji_釟.png,釟,"forge, temper, anneal"
../kanji_images/kanji_釡.png,釡,"kettle, cauldron, iron pot"
../kanji_images/kanji_釛.png,釛,gold
../kanji_images/kanji_釼.png,釼,"sword, dagger, saber"
../kanji_images/kanji_釵.png,釵,ornamental hairpin
../kanji_images/kanji_釶.png,釶,halberd
../kanji_images/kanji_鈞.png,鈞,"equal, important point"
../kanji_images/kanji_釿.png,釿,"hatchet, adze"
../kanji_images/kanji_鈔.png,鈔,"selection, summary, 1/10 shaku"
../kanji_images/kanji_鈬.png,鈬,"bell, surname"
../kanji_images/kanji_鈕.png,鈕,button
../kanji_images/kanji_鈑.png,鈑,sheet metal
../kanji_images/kanji_鉞.png,鉞,battleaxe
../kanji_images/kanji_鉗.png,鉗,shut up
../kanji_images/kanji_鉅.png,鉅,"big, great"
../kanji_images/kanji_鉉.png,鉉,handle
../kanji_images/kanji_鉤.png,鉤,"hook, barb, gaff, brackets"
../kanji_images/kanji_鉈.png,鉈,hatchet
../kanji_images/kanji_銕.png,銕,"iron, strong, solid, firm"
../kanji_images/kanji_鈿.png,鈿,ornamental hairpiece
../kanji_images/kanji_鉋.png,鉋,carpenter's plane
../kanji_images/kanji_鉐.png,鉐,brass
../kanji_images/kanji_銜.png,銜,horse's bit
../kanji_images/kanji_銖.png,銖,"measuring unit, 1/16 of a ryou, percent, small, slight"
../kanji_images/kanji_銓.png,銓,"measure, scales, weigh"
../kanji_images/kanji_銛.png,銛,"harpoon, gaff"
../kanji_images/kanji_鉚.png,鉚,gold
../kanji_images/kanji_鋏.png,鋏,scissors
../kanji_images/kanji_銹.png,銹,"rust, tarnish"
../kanji_images/kanji_銷.png,銷,"erase, shut (door)"
../kanji_images/kanji_鋩.png,鋩,sword point
../kanji_images/kanji_錏.png,錏,"armour havelock, helmet neck guard"
../kanji_images/kanji_鋺.png,鋺,metal bowl
../kanji_images/kanji_鍄.png,鍄,"kind of percussion instrument, clamp"
../kanji_images/kanji_錮.png,錮,"confinement, to tie"
../kanji_images/kanji_錙.png,錙,"unit of weight, small, slight"
../kanji_images/kanji_錢.png,錢,100th of yen
../kanji_images/kanji_錚.png,錚,gong
../kanji_images/kanji_錣.png,錣,armor neckplates
../kanji_images/kanji_錺.png,錺,"metal jewelry, (kokuji)"
../kanji_images/kanji_錵.png,錵,"holmium, pattern on sword blade"
../kanji_images/kanji_錻.png,錻,"tin plate, (kokuji)"
../kanji_images/kanji_鍜.png,鍜,armour neck plates
../kanji_images/kanji_鍠.png,鍠,sound of bells and drums
../kanji_images/kanji_鍼.png,鍼,needle
../kanji_images/kanji_鍮.png,鍮,brass
../kanji_images/kanji_鍖.png,鍖,unsatisfactory
../kanji_images/kanji_鎰.png,鎰,unit of weight
../kanji_images/kanji_鎬.png,鎬,sword-blade ridges
../kanji_images/kanji_鎭.png,鎭,ancient peace-preservation centers
../kanji_images/kanji_鎔.png,鎔,"fuse, melt"
../kanji_images/kanji_鎹.png,鎹,"clamp, (kokuji)"
../kanji_images/kanji_鏖.png,鏖,"massacre, annihilation"
../kanji_images/kanji_鏗.png,鏗,clinking sound
../kanji_images/kanji_鏨.png,鏨,cold chisel
../kanji_images/kanji_鏥.png,鏥,"rust, corrosion"
../kanji_images/kanji_鏘.png,鏘,tinkling of jade or metal pendants
../kanji_images/kanji_鏃.png,鏃,"arrowhead, barb"
../kanji_images/kanji_鏝.png,鏝,"soldering iron, trowel, curling iron, flat iron"
../kanji_images/kanji_鏐.png,鏐,gold
../kanji_images/kanji_鏈.png,鏈,"chain, irons, connection"
../kanji_images/kanji_鏤.png,鏤,"inlay, set, mount"
../kanji_images/kanji_鐚.png,鐚,coin of smallest value
../kanji_images/kanji_鐔.png,鐔,"sword guard, hilt"
../kanji_images/kanji_鐓.png,鐓,"ferrule, butt end"
../kanji_images/kanji_鐃.png,鐃,gong
../kanji_images/kanji_鐇.png,鐇,"hatchet, vanadium"
../kanji_images/kanji_鐐.png,鐐,"silver, platinum, chains"
../kanji_images/kanji_鐶.png,鐶,"metal ring, link, drawer pull"
../kanji_images/kanji_鐫.png,鐫,"carve, engrave, chisel"
../kanji_images/kanji_鐵.png,鐵,iron
../kanji_images/kanji_鐡.png,鐡,iron
../kanji_images/kanji_鐺.png,鐺,"chain, tip of a scabbard, flatiron"
../kanji_images/kanji_鑁.png,鑁,name
../kanji_images/kanji_鑒.png,鑒,"take warning from, learn from, pattern, example"
../kanji_images/kanji_鑄.png,鑄,"cast, mint"
../kanji_images/kanji_鑛.png,鑛,ore
../kanji_images/kanji_鑠.png,鑠,"melt, be charmed, captivated"
../kanji_images/kanji_鑢.png,鑢,"file, rasp"
../kanji_images/kanji_鑞.png,鑞,solder
../kanji_images/kanji_鑪.png,鑪,"hearth, fireplace, furnace"
../kanji_images/kanji_鈩.png,鈩,"hearth, fireplace, furnace"
../kanji_images/kanji_鑰.png,鑰,lock
../kanji_images/kanji_鑵.png,鑵,steam boiler
../kanji_images/kanji_鑷.png,鑷,"pluck hair, tweezers"
../kanji_images/kanji_鑽.png,鑽,make fire by rubbing sticks
../kanji_images/kanji_鑚.png,鑚,make fire by rubbing sticks
../kanji_images/kanji_鑼.png,鑼,gong
../kanji_images/kanji_鑾.png,鑾,bells on emperor's carriage
../kanji_images/kanji_钁.png,钁,hoe
../kanji_images/kanji_鑿.png,鑿,chisel
../kanji_images/kanji_閂.png,閂,gate bar
../kanji_images/kanji_閇.png,閇,"shut, close, obstruct, block up"
../kanji_images/kanji_閊.png,閊,"to be obstructed, to be blocked, (kokuji)"
../kanji_images/kanji_閔.png,閔,"grieve, be sad, pity"
../kanji_images/kanji_閖.png,閖,"shake while rinsing, pan for gold, (kokuji)"
../kanji_images/kanji_閘.png,閘,"water gate, lock"
../kanji_images/kanji_閙.png,閙,noisy
../kanji_images/kanji_閠.png,閠,"intercalation, illegitimate throne, (ghost kanji)"
../kanji_images/kanji_閨.png,閨,bedroom
../kanji_images/kanji_閧.png,閧,war cry
../kanji_images/kanji_閭.png,閭,rural area
../kanji_images/kanji_閼.png,閼,"obstruct, conceal"
../kanji_images/kanji_閻.png,閻,town
../kanji_images/kanji_閹.png,閹,eunuch
../kanji_images/kanji_閾.png,閾,threshold
../kanji_images/kanji_闊.png,闊,wide
../kanji_images/kanji_濶.png,濶,wide
../kanji_images/kanji_闃.png,闃,"quiet, still"
../kanji_images/kanji_闍.png,闍,"watchtower, used phonetically"
../kanji_images/kanji_闌.png,闌,"rise high, be well along"
../kanji_images/kanji_闕.png,闕,"lack, gap, fail, imperial palace"
../kanji_images/kanji_闔.png,闔,doors
../kanji_images/kanji_闖.png,闖,inquire about
../kanji_images/kanji_關.png,關,"connection, barrier, gateway, involve, concerning"
../kanji_images/kanji_闡.png,闡,clarify
../kanji_images/kanji_闥.png,闥,gate
../kanji_images/kanji_闢.png,闢,open
../kanji_images/kanji_阡.png,阡,thousand
../kanji_images/kanji_阨.png,阨,"obstruct, distress, narrow"
../kanji_images/kanji_阮.png,阮,place name
../kanji_images/kanji_阯.png,阯,"foundation, site, address"
../kanji_images/kanji_陂.png,陂,"levee, embankment, hill, slope"
../kanji_images/kanji_陌.png,陌,"east-west path between paddies, road"
../kanji_images/kanji_陏.png,陏,"melon, wrap"
../kanji_images/kanji_陋.png,陋,"narrowness, meanness, humbleness"
../kanji_images/kanji_陷.png,陷,"fall into, cave in, fall (castle), slide into"
../kanji_images/kanji_陜.png,陜,narrow
../kanji_images/kanji_陞.png,陞,"go up, climb"
../kanji_images/kanji_陝.png,陝,place name
../kanji_images/kanji_陟.png,陟,"climb, rise"
../kanji_images/kanji_陦.png,陦,island
../kanji_images/kanji_陲.png,陲,boundary
../kanji_images/kanji_陬.png,陬,corner
../kanji_images/kanji_隍.png,隍,dry moat
../kanji_images/kanji_隘.png,隘,"narrow, obstruct"
../kanji_images/kanji_隕.png,隕,fall
../kanji_images/kanji_隗.png,隗,"high, steep"
../kanji_images/kanji_險.png,險,"inaccessible place, impregnable position, steep place, sharp eyes"
../kanji_images/kanji_隧.png,隧,"fall, go around"
../kanji_images/kanji_隱.png,隱,"hide, conceal, cover"
../kanji_images/kanji_隲.png,隲,"stallion, climb, make"
../kanji_images/kanji_隰.png,隰,"be moist, be wet"
../kanji_images/kanji_隴.png,隴,"hill, mound"
../kanji_images/kanji_隶.png,隶,"extend, give, cast, slave radical (no. 171)"
../kanji_images/kanji_隸.png,隸,"servant, prisoner, criminal, follower"
../kanji_images/kanji_隹.png,隹,"bird, old bird radical (no. 172)"
../kanji_images/kanji_雎.png,雎,osprey
../kanji_images/kanji_雋.png,雋,excel
../kanji_images/kanji_雉.png,雉,pheasant
../kanji_images/kanji_雍.png,雍,"softening, mitigation"
../kanji_images/kanji_襍.png,襍,"mixed, blended, mix, mingle"
../kanji_images/kanji_雜.png,雜,"mixed, blended, mix, mingle"
../kanji_images/kanji_霍.png,霍,"quick, sudden"
../kanji_images/kanji_雕.png,雕,carving
../kanji_images/kanji_雹.png,雹,hail
../kanji_images/kanji_霄.png,霄,sky
../kanji_images/kanji_霆.png,霆,"lightning, thunder"
../kanji_images/kanji_霈.png,霈,"big rain, long rainy spell"
../kanji_images/kanji_霓.png,霓,rainbow
../kanji_images/kanji_霎.png,霎,"light rain, short while"
../kanji_images/kanji_霑.png,霑,"moisten, water, soak"
../kanji_images/kanji_霏.png,霏,falling rain or snow
../kanji_images/kanji_霖.png,霖,long rainy spell
../kanji_images/kanji_霙.png,霙,sleet
../kanji_images/kanji_霤.png,霤,"raindrops falling from the eaves, eaves"
../kanji_images/kanji_霪.png,霪,rain lasting at least ten days
../kanji_images/kanji_霰.png,霰,"hail, hailstones, small cubes"
../kanji_images/kanji_霹.png,霹,thunder
../kanji_images/kanji_霽.png,霽,clear up
../kanji_images/kanji_霾.png,霾,wind-blown dust falling like rain
../kanji_images/kanji_靄.png,靄,"mist, haze, fog"
../kanji_images/kanji_靆.png,靆,cloud cover
../kanji_images/kanji_靈.png,靈,"soul, spirit"
../kanji_images/kanji_靂.png,靂,"violent, thunder, lightening"
../kanji_images/kanji_靉.png,靉,clouds
../kanji_images/kanji_靜.png,靜,quiet
../kanji_images/kanji_靠.png,靠,lean on
../kanji_images/kanji_靤.png,靤,pimple
